Internal_Site_ID,Kabupaten/Kota,CityCode,RegionalCode,Alamat1,Alamat2,Alamat3,Alamat4,SiteName,Funcloc
PMS-01-012,Kabupaten Simalungun,PMS,1,JL.RAMBING-RAMBINGKIRI,DESA RAMBUNG MERAH,KEC. SIANTAR DATI II,SIMALUNGUN,WILKINSON AND SONS,100000002915
PMS-01-013,Kabupaten Simalungun,PMS,1,"HUTA II MUSLIMIN,",DESA NAGORI BAYU MUSLIMIN,KECAMATAN TAPIAN DOLOK,SIMALUNGUN,"SCHMIDT, MOORE AND MOSS",100000004869
PMS-01-014,Kabupaten Simalungun,PMS,1,"DESA GORAK,","DESA GORAK,",KECAMATAN PEMATANG SIDAMANIK,SIMALUNGUN,HANSEN LLC,100000005132
PMS-01-015,Kabupaten Simalungun,PMS,1,"DESA BAHUNG HULUAN,","DESA BAHUNG HULUAN,",KEC. DOLOK BATU NANGGAR,SIMALUNGUN,"PAGE, GIBBS AND MILLS",100000005899
PMS-01-016,Kabupaten Simalungun,PMS,1,"JL. JAUMAR DAMANIK, HUTA III","NAGORI LINGGA,","KECAMATAN GUNUNG MALELA,",SIMALUNGUN,"MAY, MAXWELL AND MARTIN",100000005900
PMS-01-017,Kabupaten Simalungun,PMS,1,AFDELING II UNIT BAH BUTONG PTPN IV,"DESA BAH BUTONG II,",KEC. SIDAMANIK,SIMALUNGUN,"WHITE, SMITH AND THOMPSON",100000005901
PMS-01-018,Kabupaten Simalungun,PMS,1,"JL. KOGEM, HUTA III,","NAGORI MANIK MARAJA,","KECAMATAN SIDAMANIK,",SIMALUNGUN,GRAY GROUP,100000005904
PMS-01-019,Kabupaten Simalungun,PMS,1,"JL. KAMPUNG RAMBUTAN, HUTA III,","NAGORI PEMATANG DOLOK KAHEAN,",KECAMATAN TAPIAN DOLOK,SIMALUNGUN,CAMPBELL LLC,100000005905
PMS-01-020,Kabupaten Simalungun,PMS,1,"JLN. DUSUN PENAMBEAN,","DESA BATU SILANGIT,",KECAMATAN TAPIAN DOLOK,SIMALUNGUN,WEBSTER LLC,100000005906
PMS-01-021,Kabupaten Simalungun,PMS,1,"HUTA I,","DESA PEMATANG KERASAAN REJO,",KEC. PEMATANG BANDAR,SIMALUNGUN,LEWIS AND SONS,100000005907
PMS-01-022,Kabupaten Simalungun,PMS,1,"EMPLASMEN PT. MURIDA,","DESA PENGKOLAN,",KEC. BOSAR MALIGAS,SIMALUNGUN,"LITTLE, GOULD AND WEST",100000005908
PMS-01-023,Kabupaten Simalungun,PMS,1,"HUTA BANDAR BETSY 2,","HUTA BANDAR BETSY 2,",KEC. BANDAR HULUAN,SIMALUNGUN,GARZA-MOORE,100000005909
PMS-01-024,Kabupaten Simalungun,PMS,1,"AFDELING IV,",DESA TANJUNG RAPUAN,KEC. UJUNG PADANG,SIMALUNGUN,PEREZ LLC,100000005921
PMS-01-025,Kota Pematangsiantar,PMS,1,"DS. KARANG REJO,","DS. KARANG REJO,","KEC. GUNUNG MALIJAS,","PEMATANGSIANTAR, KOTA","BROWN, JUAREZ AND HOOD",100000005942
PMS-01-026,Kabupaten Simalungun,PMS,1,"DESA CINGKES,","DESA CINGKES,",KEC. DOLOK SILAK,SIMALUNGUN,"MORRIS, BENNETT AND CRUZ",100000006514
PMS-01-027,Kabupaten Simalungun,PMS,1,"DAME RAYA DS,","DAME RAYA DS,",KEC. BAHAPAL RAYA,SIMALUNGUN,"PEREZ, GALLEGOS AND HOLMES",100000006518
PMS-01-028,Kabupaten Simalungun,PMS,1,"BANDAR MASILAM II HUTA MADINAH,",KEL. GUNUNG SERAWAN,KEC. BANDAR MARSILAM,SIMALUNGUN,JACOBS PLC,100000006519
PMS-01-029,Kabupaten Simalungun,PMS,1,"JL. DESA HUTA BAH BOLON, DUSUN IV.","DESA HUTA BAH BOLON,",KEC. DOLOK BATU NANGGAR,SIMALUNGUN,THOMPSON-FREY,100000006721
PMS-01-030,Kabupaten Simalungun,PMS,1,JL.PERKEBUNAN,SIMALUNGUN,SIMALUNGUN,SIMALUNGUN,COFFEY GROUP,100000013138
PMS-01-031,Kabupaten Simalungun,PMS,1,DOLOK SIMARJARUNJUNG,KEL. SIMALUNGUN,KEC. SIMALUNGUN,SIMALUNGUN,BLAIR-MOONEY,100000013139
PMS-01-032,Kabupaten Simalungun,PMS,1,DSN IV DOLOK MATIUR NAGORI MARIHAT PDK,NAGORI MARIHAT PONDOK,DOLOK PANRIBUAN,SIMALUNGUN,SMITH LTD,100000057601
PMS-01-033,Kota Pematangsiantar,PMS,1,RT.04/02 KEL.TAMBUN NABOLON,TAMBUN NABOLON,SIANTAR MARTOBA,"PEMATANGSIANTAR, KOTA","SCHULTZ, LOVE AND KNOX",100000057604
PMS-01-034,Kabupaten Simalungun,PMS,1,HUTA III DS BUNTU TURUNAN KEC.HATONDUHAN,DS BUNTU TURUNAN,HATONDUHAN,SIMALUNGUN,"BARNES, DAVIDSON AND WOODS",100000057607
PMS-01-035,Kabupaten Simalungun,PMS,1,DUSUN I BAHAREN,DS NAGORI PEMATANG SIDAMANIK,PEMATANG SIDAMANIK,SIMALUNGUN,"HARDING, FERGUSON AND CRAIG",100000058690
PMS-01-036,Kabupaten Simalungun,PMS,1,JAMBUR NABOLAK DSN 2 KEL.SIPOLHA HORISON,SIPOLHA HORISON,PEMATANG SIDAMANIK,SIMALUNGUN,CARTER AND SONS,100000058693
PMS-01-037,Kabupaten Simalungun,PMS,1,HUTA II LANTOSAN DESA NAGORI GUNUNG BAYU,DS NAGORI GUNUNG BAYU,BOSAR MALIGAS,SIMALUNGUN,KIM-LARA,100000058700
PMS-01-038,Kabupaten Simalungun,PMS,1,DUSUN IV DS SAMBOSARAYA KEC.RAYA KAHEAN,DS SAMBOSARAYA,RAYA KAHEAN,SIMALUNGUN,"STEVENSON, COOK AND CARR",100000058705
PMS-01-039,Kabupaten Simalungun,PMS,1,HUTA II DESA NAGORI LIAS BARU,DS NAGORI LIAS BARU,BANDAR MASILAM,SIMALUNGUN,MILLER INC,100000058721
PMS-01-040,Kabupaten Simalungun,PMS,1,HUTA TINGGIR DESA TANO TINGGIR,DS TANO TINGGIR,PURBA,SIMALUNGUN,"YOUNG, WU AND HANSON",100000058724
PMS-01-041,Kabupaten Simalungun,PMS,1,SIPINGGAN DESA TIGAN BOLON KEC.SIDAMANIK,DS TIGAN BOLON,SIDAMANIK,SIMALUNGUN,"KRUEGER, MENDEZ AND GREGORY",100000058886
PNG-07-001,Kabupaten Ponorogo,PNG,7,DSN. TUNGGURAN RT 01 RW 03,DS. KARANGAN,KEC. BADEGAN,PONOROGO,"JOHNSON, ROGERS AND FOSTER",100000000376
PNG-07-002,Kabupaten Ponorogo,PNG,7,JL. RINGIN KEMBAR RT.3 RW.01,KEL.TATUNG,KEC.BALONG,PONOROGO,JAMES-SOLIS,100000002825
PNG-07-003,Kabupaten Ponorogo,PNG,7,DSN. JATI RT.01 RW.02,KEL.NGROGUNG,KEC.NGEBEL,PONOROGO,VALENCIA-WELCH,100000002827
PNG-07-004,Kabupaten Ponorogo,PNG,7,DS.JANTI RT.02 RW.01,KEL.JANTI,KEC.SLAHUNG,PONOROGO,BOYER LLC,100000002829
PNG-07-005,Kabupaten Ponorogo,PNG,7,DS.JENANGAN RT.01 RW.02,KEL.JENANGAN,KEC.SAMPUNG,PONOROGO,JOHNSON LLC,100000002832
PNG-07-006,Kabupaten Ponorogo,PNG,7,DUKUH KRAJAN TENGAH RT. 01/ RW. 01,DESA WATES,KEC. SLAHUNG,PONOROGO,COHEN PLC,100000002833
PNG-07-007,Kabupaten Ponorogo,PNG,7,RT2/RW3  DS. KUNTI KEC. SAMPUNG PONOROGO,KUNTI,SAMPUNG,PONOROGO,"CROSBY, GREEN AND PEREZ",100000002835
PNG-07-008,Kabupaten Ponorogo,PNG,7,DUKUH PACAR RT 1 RW 1,DS. PRAJEGAN,KEC. SUKOREJO PONOROGO,PONOROGO,GRANT-LLOYD,100000005443
PNG-07-009,Kabupaten Ponorogo,PNG,7,DUSUN KRAJAN RT 04 RW 01  DESA TEMPURAN,TEMPURAN,SAWO,PONOROGO,ONEILL-WALKER,100000006340
PNG-07-010,Kabupaten Ponorogo,PNG,7,JL. RAYA JENANGAN RT02 RW01,KEL. JENANGAN,KEC. JENANGAN,PONOROGO,"CRAWFORD, RIVAS AND HALL",100000013093
PNG-07-011,Kabupaten Ponorogo,PNG,7,JL. DIPONEGORO RT01 RW01,DESA SOMOROTO,KEC. KAUMAN,PONOROGO,LAM INC,100000013095
PNG-07-012,Kabupaten Ponorogo,PNG,7,JL. YOS SUDARSO GG.II RT.003 RW.07,KEL. BROTONEGARAN,KEC.PONOROGO,PONOROGO,"RODRIGUEZ, SANTOS AND WILLIAMS",100000015253
PNG-07-013,Kabupaten Ponorogo,PNG,7,"BENDO, BAOSAN KIDUL, NGRAYUN, PONOROGO",BASOAN KIDUL,NGRAYUN,PONOROGO,MCCARTHY-FERNANDEZ,100000053409
PNJ-09-001,Kabupaten Penajam Paser Utara,PNJ,9,"JL. TAMBAK BARU, RT 05,",KEL. SALOLOANG,KEC. PENAJAM,PENAJAM PASER UTARA,LIN-SIMMONS,100000002847
PNJ-09-002,Kabupaten Penajam Paser Utara,PNJ,9,BELAKANG PASAR BABULU DARAT JL PROPINSI,BABULU,KEC. BABULU,PENAJAM PASER UTARA,MCKENZIE-BELL,100000002848
PNJ-09-003,Kabupaten Penajam Paser Utara,PNJ,9,"ARGOMULYO, SEPAKU, PENAJAM PASER UTARA",ARGOMULYO,SEPAKU,PENAJAM PASER UTARA,LOPEZ INC,100000002849
PNJ-09-004,Kabupaten Penajam Paser Utara,PNJ,9,JL RAYA PANAJAM Â€“ BJM,KEL. PENAJAM PASER UTARA,KEC. PENAJAM PASER UTARA,PENAJAM PASER UTARA,"BARRERA, SMITH AND RODRIGUEZ",100000013096
PNJ-09-005,Kabupaten Penajam Paser Utara,PNJ,9,JL NEGARA KM 36,API-API,WARU,PENAJAM PASER UTARA,MITCHELL INC,100000013098
PNN-02-001,Kabupaten Pesisir Selatan,PNN,2,PADANG PANJANG 1 WALI,NAGARI KAMBANG UTARA,KEC. LENGAYANG,PESISIR SELATAN,OWENS-HENSLEY,100000002850
PNN-02-002,Kabupaten Pesisir Selatan,PNN,2,KAMPUNG KOTO MARAPAK NAGARI SURANTI,KAMPUNG KOTO MARAPAK NAGARI SURANTI,KEC. SUTERA,PESISIR SELATAN,BAKER-LANE,100000002852
PNN-02-003,Kabupaten Pesisir Selatan,PNN,2,NAGARI KOTO NAN TIGO IV,KOTO HILIR,KEC. BATANG KAPAS,PESISIR SELATAN,"GOMEZ, BURNS AND GRANT",100000002854
PNN-02-004,Kabupaten Pesisir Selatan,PNN,2,"NAGARI INDRAPURA SELATAN,",KAMPUNG SEI TEGUH,KEC. PANCUNG SOAL,PESISIR SELATAN,"WASHINGTON, SMITH AND MATHEWS",100000002856
PNN-02-005,Kabupaten Pesisir Selatan,PNN,2,"JL. BANDUNGAN, KENAGARIAN TANAH BEKALI,","DESA LUBUK UBAI,",KEC. PANCUNG SOAL,PESISIR SELATAN,"DAVIS, PARK AND MONTGOMERY",100000005292
PNN-02-006,Kabupaten Pesisir Selatan,PNN,2,JALAN RAYA PADANG PAINAN KM.33,KAMPUNG SIGUNTUR TUO,KEC.KOTO 11 TARUSAN,PESISIR SELATAN,"ROGERS, STEIN AND FOX",100000005293
PNN-02-007,Kabupaten Pesisir Selatan,PNN,2,"JL. KOTO SAIYO, KAYU KALEK",KAMBANG,KEC. LENGAYANG,PESISIR SELATAN,SMITH-BRADSHAW,100000005295
PNN-02-008,Kabupaten Pesisir Selatan,PNN,2,KP MEKARSARI SILAUT 3,KP MEKARSARI SILAUT 3,KEC LUNANG SILAUT,PESISIR SELATAN,BANKS-CAMPBELL,100000005975
PNN-02-009,Kabupaten Pesisir Selatan,PNN,2,"SAMBUNGO SILAUT,","SAMBUNGO SILAUT,",KEC LUNANG SILAUT,PESISIR SELATAN,"HATFIELD, SMITH AND GARZA",100000005976
PNN-02-010,Kabupaten Pesisir Selatan,PNN,2,"JORONG MUARA AIR HAJI,","NAGARI PASAR LAMA,",KEC. LINGGO SARI BAGANTI,PESISIR SELATAN,DAVIDSON GROUP,100000005980
PNN-02-011,Kabupaten Pesisir Selatan,PNN,2,KAMPUNG SUNGAI SARIK NAGARI LUMPO,KAMPUNG SUNGAI SARIK NAGARI LUMPO,KEC. IV JURAI,PESISIR SELATAN,CANNON INC,100000006265
PNN-02-012,Kabupaten Pesisir Selatan,PNN,2,KAYU LURUS,SUNGAI SIRAH AIR HAJI,KEC LINGGO SARI BAGANTI,PESISIR SELATAN,"PROCTOR, KHAN AND GARCIA",100000006272
PNN-02-013,Kabupaten Pesisir Selatan,PNN,2,"TARATAK TEMPATIH, NAGARI IV KOTO MUDIK,",TARATAK,KEC. BATANG KAPAS,PESISIR SELATAN,"SULLIVAN, MARTINEZ AND RUSSELL",100000006274
PNN-02-014,Kabupaten Pesisir Selatan,PNN,2,"JL KP TALANG SARI I, NAGARI LUNANG II,",TALANG SARI I,KEC LUNANG SILAUT,PESISIR SELATAN,"JOHNSON, DIXON AND ANDERSEN",100000006283
PNN-02-015,Kabupaten Pesisir Selatan,PNN,2,JL. PASANGRAHAN LAMA,PESISIR SELATAN,PESISIR SELATAN,PESISIR SELATAN,HENSON INC,100000013100
PNN-02-016,Kabupaten Pesisir Selatan,PNN,2,JL. PASANGRAHAN LAMA,PESISIR SELATAN,PESISIR SELATAN,PESISIR SELATAN,TUCKER-CHRISTIAN,100000013101
PNN-02-017,Kabupaten Pesisir Selatan,PNN,2,JL. RAYA PADANG PAINAN,PESISIR SELATAN,PESISIR SELATAN,PESISIR SELATAN,LYONS GROUP,100000013103
PNN-02-018,Kabupaten Pesisir Selatan,PNN,2,NAGARI GANTING MUDIK SELATAN SURANTIH,KP AMPALU,SUTERA,PESISIR SELATAN,TURNER-LUCAS,100000057648
PNN-02-019,Kabupaten Pesisir Selatan,PNN,2,TAMPUNIK NAGARI KAMBANG TIMUR,NAGARI KAMBANG TIMUR,LENGAYANG,PESISIR SELATAN,GARCIA LLC,100000057649
PNN-02-020,Kabupaten Pesisir Selatan,PNN,2,KP.JIRAD NAGARI SIGUNTUR,NAGARI SIGUNTUR,KOTO XI TERUSAN,PESISIR SELATAN,"MARTINEZ, BELTRAN AND PITTS",100000058742
PNN-02-021,Kabupaten Pesisir Selatan,PNN,2,KUMBUNG SATAU NAGARI LUNANG UTARA,NAGARI LUNANG UTARA,LUNANG,PESISIR SELATAN,WEBB LLC,100000058746
PPS-09-001,Kabupaten Pulang Pisau,PPS,9,JL.LINTAS PALANGKARAYA_KUALA KURUN,KEL. LAWANG URU,KEC. BANAMA TINGANG,PULANG PISAU,SANCHEZ GROUP,100000002857
PPS-09-002,Kabupaten Pulang Pisau,PPS,9,JL.LINAS PALANGKARAYA-KUALA KURUN,KEL. TAHAWA,KEC. KAHAYAN TENGAH,PULANG PISAU,TURNER GROUP,100000002858
PPS-09-003,Kabupaten Pulang Pisau,PPS,9,JL. SUKAJADI RT 25/05,KEL. PURWODADI,KEC. MALIKU,PULANG PISAU,MCLAUGHLIN AND SONS,100000002859
PPS-09-004,Kabupaten Pulang Pisau,PPS,9,JL. NUSA INDAH VI RT 05/02,DESA TAHAI JAYA,KEC. MALIKU,PULANG PISAU,"MERRITT, WILSON AND BARNES",100000002860
PPS-09-005,Kabupaten Pulang Pisau,PPS,9,JL TRANS KALSELTENG KM-52,KEL. PULANG PISAU,KEC. PULANG PISAU,PULANG PISAU,"CORDOVA, STRICKLAND AND CARTER",100000013104
PPS-09-006,Kabupaten Pulang Pisau,PPS,9,JL RAYA SAMPIT - KUALA PEMBUANG,KEL. PULANG PISAU,KEC. PULANG PISAU,PULANG PISAU,HARRELL-BRADLEY,100000013106
PRC-09-001,Kabupaten Murung Raya,PRC,9,DESA BANDIAN,DESA BANDIAN,KEC. SEI BABUAT,MURUNG RAYA,DAVID-PRICE,100000002861
PRC-09-002,Kabupaten Murung Raya,PRC,9,KEL. MASAO,KEL. MASAO,KEC. TUMBANG MASAO,MURUNG RAYA,WYATT-ROSE,100000014129
PRE-10-001,Kota Pare Pare,PRE,10,JL. SAMSUL ALAM RT 02/RW 08,KEL. LOMPOE,KEC. BACUKIKI,"PARE PARE, KOTA",FUENTES GROUP,100000000639
PRE-10-002,Kota Pare Pare,PRE,10,JL. GARUDA,KEL. LOMPOE,KEC. BACUKIKI,"PARE PARE, KOTA","RICHARDS, LUCERO AND YOUNG",100000002862
PRE-10-003,Kota Pare Pare,PRE,10,JL.JEND SUDIRMAN LORONG SMUN 2 RT.02/04,KEL.CAPPA GALUNG,KEC.BACUKIKI BARAT,"PARE PARE, KOTA",POPE LLC,100000002864
PRE-10-004,Kota Pare Pare,PRE,10,"JL BAMBU RUNCING,",DESA BUMI HARAPAN,KECAMATAN BACUKIKI BARAT,"PARE PARE, KOTA","GRIFFIN, GRAVES AND RICHARDSON",100000002866
PRE-10-005,Kota Pare Pare,PRE,10,"JL. BAU MASSEPE,",KEL. MALLUSETASI,KEC. UJUNG,"PARE PARE, KOTA","NAVARRO, GREER AND GREEN",100000002867
PRE-10-006,Kota Pare Pare,PRE,10,JL. LAODENG RT 1/9,"KEL. BUKIT INDAH,",KEC. SOREANG,"PARE PARE, KOTA",HUFF LTD,100000004915
PRE-10-007,Kota Pare Pare,PRE,10,"JL. BAU MASSEPE,","KEL. MALLUSETASI,",KEC. UJUNG,"PARE PARE, KOTA","BISHOP, CLARK AND CASTANEDA",100000008228
PRG-10-001,Kabupaten Parigi Moutong,PRG,10,JALAN TRANS SULAWESI DUSUN TANGKELAI,DESA MANINILI,KEC. TINOMBO SELATAN,PARIGI MOUTONG,"RODRIGUEZ, LUCERO AND OWENS",100000000640
PRG-10-002,Kabupaten Parigi Moutong,PRG,10,JL. BAHARI DUSUN II RT.006,DS. TOLOLE,KEC. AMPIBABO,PARIGI MOUTONG,HUMPHREY AND SONS,100000002868
PRG-10-003,Kabupaten Parigi Moutong,PRG,10,JL. DUSUN II POJARAMBA,DESA/KEL. SIPAYO,KEC. TINOMBO,PARIGI MOUTONG,STONE-JOHNSON,100000002869
PRG-10-004,Kabupaten Parigi Moutong,PRG,10,"JALAN SULAWESI LINTAS TIMUR, DUSUN III",DESA BAINAA,KECAMATAN TINOMBO,PARIGI MOUTONG,PORTER-STEWART,100000002870
PRG-10-005,Kabupaten Parigi Moutong,PRG,10,"JALAN SULAWESI LINTAS TIMUR, DUSUN I",DESA ULATAN,KECAMATAN PALASA,PARIGI MOUTONG,WHITE-MARTIN,100000002871
PRG-10-006,Kabupaten Parigi Moutong,PRG,10,DESA AMBESIA BARAT,DESA AMBESIA BARAT,KECAMATAN TOMINI,PARIGI MOUTONG,WALKER-GILL,100000002872
PRG-10-007,Kabupaten Parigi Moutong,PRG,10,DUSUN IV,DESA SALAMPENGUT,KEC. MOUTONG,PARIGI MOUTONG,TODD LLC,100000002873
PRG-10-008,Kabupaten Parigi Moutong,PRG,10,JL. TRANS SULAWESI,DESA BOBALO,KEC. PALASA,PARIGI MOUTONG,LEVY INC,100000002874
PRG-10-009,Kabupaten Parigi Moutong,PRG,10,JLN. PLN MAESA,KEL.MAESA,KEC.PARIGI,PARIGI MOUTONG,PAGE-FITZGERALD,100000002875
PRG-10-010,Kabupaten Parigi Moutong,PRG,10,"JL. DUSUN V (LIMA),",DESA SIDOAN SELATAN,KEC. TINOMBO,PARIGI MOUTONG,DELEON-SALINAS,100000002876
PRG-10-011,Kabupaten Parigi Moutong,PRG,10,"DUSUN IV SIDONU,","DESA LAEMANTA,",KECAMATAN KASIMBAR,PARIGI MOUTONG,ESPARZA-MORRISON,100000005795
PRG-10-012,Kabupaten Parigi Moutong,PRG,10,JLNKH.DEWANTORO K.RAYA,PARIGI MOUTONG,PARIGI MOUTONG,PARIGI MOUTONG,"SIMS, MERRITT AND SCOTT",100000013109
PRG-10-013,Kabupaten Parigi Moutong,PRG,10,JLN.TRANS PARIGI-GTO,MOUTONG,KEC.MOUTONG,PARIGI MOUTONG,HERMAN-REED,100000013110
PRG-10-014,Kabupaten Parigi Moutong,PRG,10,JLN.TRANS PARIGI-GTO,TINOMBO,TINOMBO,PARIGI MOUTONG,HAAS GROUP,100000013112
PRG-10-015,Kabupaten Parigi Moutong,PRG,10,JLN.TRANS PARIGI-GTO,KEL.KASIMBAR,KEC.KASIMBAR,PARIGI MOUTONG,CARROLL-BERGER,100000013113
PRG-10-016,Kabupaten Parigi Moutong,PRG,10,JLN.TRANS PARIGI-GTO,TINOMBO,KEC.TINOMBO,PARIGI MOUTONG,MOORE-COLON,100000013114
PRG-10-017,Kabupaten Parigi Moutong,PRG,10,DESA TOLAY -PARIGI,TOLAY,PARIGI,PARIGI MOUTONG,JORDAN AND SONS,100000013115
PRG-10-018,Kabupaten Parigi Moutong,PRG,10,JL.TRANS SULAWESI DUSUN 1 DONGGULU,DESA PINOTU,KEC.TORIBULU,PARIGI MOUTONG,MORRIS-LEWIS,100000013905
PRG-10-019,Kabupaten Parigi Moutong,PRG,10,DUSUN III WANAGADING,DESA LAMBUNU UTARA,KEC BOLANO LAMBUNU,PARIGI MOUTONG,FOX-VEGA,100000013914
PRG-10-020,Kabupaten Parigi Moutong,PRG,10,DESA ANUTAPURA KEC. BOLANO,DS ANUTAPURA,BOLANO LAMBUNU,PARIGI MOUTONG,"LOPEZ, KENT AND SCOTT",100000046025
PRN-09-001,Kabupaten Balangan,PRN,9,JL. MAMPARI RT 1,DESA MAMPARI,KEC. BATU MANDI,BALANGAN,"MCKAY, FLOYD AND JONES",100000001096
PRN-09-002,Kabupaten Balangan,PRN,9,PIRING RT 06,DESA BATU,KEC. PARINGIN SELATAN,BALANGAN,ANDERSON-BROWN,100000002877
PRN-09-003,Kabupaten Balangan,PRN,9,DESA MAMPARI,DESA MAMPARI,KEC.BATUMANDI,BALANGAN,"SCHULTZ, RICHARD AND KING",100000002878
PRN-09-004,Kabupaten Balangan,PRN,9,"JL. POROS DS. BALIDA, RT.II,",DS. BALIDA,KEC. PARINGIN,BALANGAN,ROMERO-MARTINEZ,100000002879
PRN-09-005,Kabupaten Balangan,PRN,9,"JL. POROS DS. TARIWIN, RT/RW.01/01I,",DS. TARIWIN,KEC. BATUMANDI,BALANGAN,"BARNETT, LEBLANC AND CARSON",100000002880
PRN-09-006,Kabupaten Balangan,PRN,9,RT 02/01,DESA MANDALA,KEC. TEBING TINGGI,BALANGAN,"MARTINEZ, HO AND YOUNG",100000003706
PRP-02-001,Kabupaten Rokan Hulu,PRP,2,JLN.BERINGIN RT.14 RW.5,DESA BENCAH KUSUMA,KEKABUN,ROKAN HULU,"JACKSON, LESTER AND CRAWFORD",100000000641
PRP-02-002,Kabupaten Rokan Hulu,PRP,2,JLN.LINTAS RIAU,DESA TAMBUSAI BARAT,KECAMATAN TAMBUSAI,ROKAN HULU,"HOWARD, SMITH AND WALKER",100000000642
PRP-02-003,Kabupaten Rokan Hulu,PRP,2,DUSUN KEPALA BONDAR BARAT RT 1 RW 4,DESA BANGUN PURBA,KEC. BANGUN PURBA,ROKAN HULU,"BELL, COOPER AND DANIELS",100000002882
PRP-02-004,Kabupaten Rokan Hulu,PRP,2,JL.WILAYAH RT 04 RW 02,DESA GITI,KEC. KABUN,ROKAN HULU,"FLORES, PEREZ AND WILLIAMS",100000002884
PRP-02-005,Kabupaten Rokan Hulu,PRP,2,JL.LINTAS SIMPANG KUMU RT 02 RW 02,DESA KASANG MUNGKAL,KECAMATAN BONAI DARUSSALAM,ROKAN HULU,GUTIERREZ AND SONS,100000002885
PRP-02-006,Kabupaten Rokan Hulu,PRP,2,JALAN LINTAS TRASMIGRASI DSN SIDOMULYO,DESA MAHATO,KEC. TAMBUSAI UTARA,ROKAN HULU,JONES-THOMPSON,100000002886
PRP-02-007,Kabupaten Rokan Hulu,PRP,2,JL. JURONG/DURI KM.17,KEL. BONAI,KEC. BONAIDARUSSALAM,ROKAN HULU,KING LLC,100000002887
PRP-02-008,Kabupaten Rokan Hulu,PRP,2,DSN. SUMBER MULYONO 431 RT.06/03,DS. PASIR AGUNG,KEC. BANGUN PURBA,ROKAN HULU,CHRISTIAN LLC,100000002888
PRP-02-009,Kabupaten Rokan Hulu,PRP,2,KEPENGHULUAN SUNGAI NASIB RT 07 RW 02,SUNGAI NASIB,KEC BANGKO,ROKAN HULU,JUAREZ-MILLER,100000002889
PRP-02-010,Kabupaten Rokan Hulu,PRP,2,JLN.MAINROAD 7 RT2 RW3 PEMATANG SILIN,DESA PUJUD,KECAMATAN TANAH PUTIH,ROKAN HULU,SMITH-CONLEY,100000002890
PRP-02-011,Kabupaten Rokan Hulu,PRP,2,EMPANG TANAM TAPAN LUNANG ROKAN HULU,KUBU TAPAN,BASA AMPEK BALAI TAPAN,ROKAN HULU,FISHER-PATEL,100000005288
PRP-02-012,Kabupaten Rokan Hulu,PRP,2,JL.RAYA SURANTI LINTAS PADANG MOKO MOKO,SURANTI,SUTERA,ROKAN HULU,FOX AND SONS,100000005291
PRP-02-013,Kabupaten Rokan Hulu,PRP,2,JL. KETITIRAN,KEL. KOTA TENGAH.,KECAMATAN KEPENUHAN,ROKAN HULU,BAKER-WRIGHT,100000005427
PRP-02-014,Kabupaten Rokan Hulu,PRP,2,NAGARI GURUN PANJANG,KP TANGAH,KEC BAYANG,ROKAN HULU,HUDSON-WHEELER,100000006264
PRP-02-015,Kabupaten Rokan Hulu,PRP,2,JALAN LINTAS TANDUN RT 008/004,DESA TANDUN BARAT,KEC.TANDUN,ROKAN HULU,BENNETT GROUP,100000006843
PRP-02-016,Kabupaten Rokan Hulu,PRP,2,JL. SUDIRMAN,ROKAN HULU,ROKAN HULU,ROKAN HULU,"SANTOS, CAMPBELL AND NOVAK",100000013119
PRP-02-017,Kabupaten Rokan Hulu,PRP,2,"JL.LINTAS TANJUNG MEDAN,DSN 3, RT2/RW2","DESA TANJUNG MEDAN,",ROKAN HULU,ROKAN HULU,"POPE, LOPEZ AND LESTER",100000014768
PRP-02-018,Kabupaten Rokan Hulu,PRP,2,JL.IMAM BAQI RT.03/02,RAMBAH TENGAH UTARA,RAMBAH,ROKAN HULU,ANDREWS LTD,100000057676
PRR-01-001,Kabupaten Samosir,PRR,1,"DESA SABULAN,",KEL. DESA SABULAN,KEC. SITIO - TIO,SAMOSIR,SHAW-SHELTON,100000002891
PRR-01-002,Kabupaten Samosir,PRR,1,DESA HUTA TINGGI KEC.PANGURURAN,DS HUTA TINGGI,PANGURURAN,SAMOSIR,PEREZ LTD,100000058686
PRR-01-003,Kabupaten Samosir,PRR,1,DESA PARBABA DOLOK KEC.PANGURURAN,DS PARBABA DOLOK,PANGURURAN,SAMOSIR,CRAWFORD-RAMIREZ,100000058704
PRR-01-004,Kabupaten Samosir,PRR,1,DESA SALAON TONGA TONGA,DS SALAON TONGA TONGA,RONGGURNIHUTA,SAMOSIR,FRY PLC,100000058720
PRR-01-005,Kabupaten Samosir,PRR,1,DESA PARMONANGAN KEC.SIMANINDO,DS PARMONANGAN,SIMANINDO,SAMOSIR,"BARBER, MCCOY AND LOPEZ",100000058733
PRR-01-006,Kabupaten Samosir,PRR,1,DUSUN 1 MELATI PASAR BENGKOK,DS SIJAMBUR,RONGGUR NIHUTA,SAMOSIR,GARRISON PLC,100000059134
PRW-03-001,Kabupaten Pringsewu,PRW,3,JL.WAY SEMA RT.003.RW.001,DUSUN GANJARAN GUMUK REJO,KEC.PAGELARAN,PRINGSEWU,REYES INC,100000002892
PRW-03-002,Kabupaten Pringsewu,PRW,3,DESA SIDODADI,DESA SIDODADI,KEC.PARDASUKA,PRINGSEWU,KELLER-TAYLOR,100000002893
